Dish Name,Dish Description,Restaurant Name,Dish MRP,Discount,Dicounted Price,Tax,Dish Type,Dish Cuisine,Dish Course
Chocolate Lava Cake,A perfect match between Chocolate Cake on the outside and Melted Chocolate on the inside.,Firangi Bake,99.0,11.88,87.12,4.95,veg,American,Dessert
Hazelnut Brownie,(Eggless) Gooey & fudgy on the inside and nutty on the outside. Our melt-in-the-mouth Single Nutty Hazelnut Brownie will give you serious dessert goals.,Firangi Bake,119.0,14.28,104.72,5.95,veg,American,Dessert
Rich Red Velvet Pastry,Rich and moist Red Velvet cake layered with fresh cream cheese makes our Red Velvet pastry difficult to share. Youll think twice too.,Firangi Bake,159.0,19.08,139.92000000000002,7.95,veg,American,Dessert
Chocolate Indulgence Brownie,(Eggless) Indulge in richly decadent Indulgence brownie crafted with love & topped with bittersweet chocolate that provides ultra-rich chocolate experience.,Firangi Bake,119.0,14.28,104.72,5.95,veg,American,Dessert
Gulab Jamun - Pack Of 1,These melt in mouth sweet dumplings are the one dessert which can make your knees go weak in anticipation. Now served in a piece.,Firangi Bake,29.0,3.48,25.52,1.45,veg,Indian,Dessert
Red Velvet Pastry (Box Of 2),"(Eggless) This luxuriously layered red velvet cake, where delectable cake meets irresistible cream cheese is an indulgence for two.",Firangi Bake,289.0,34.68,254.32,14.45,veg,American,Dessert
Blueberry Pastry,"(Eggless) Our Blueberry Pastry with 5 layers of Vanilla Sponge, Blueberry Cream, Blueberry glaze topping and sides garnished with white compound flakes, is a true dessert delight for anyone!",Firangi Bake,159.0,19.08,139.92000000000002,7.95,veg,American,Dessert
Chocolate Truffle Pastry,(Eggless) Layers of soft chocolate sponge and dense but silky-smooth chocolate ganache make this cake a decadent celebration.,Firangi Bake,159.0,19.08,139.92000000000002,7.95,veg,American,Dessert
Triple Chocolate Mousse Pastry,"(Eggless) Three layers of different Mousse (Dark, White & Milk) sandwiched between layers of Dark Chocolate Sponge, topped with dark ganache and swirled with white glaze topping.",Firangi Bake,159.0,19.08,139.92000000000002,7.95,veg,American,Dessert
Triple Chocolate Mousse Pastry (Box Of 2),"(Eggless) Dark, White & Milk chocolate mousse, sandwiched between Dark Chocolate Sponge, topped with ganache & swirled with glaze. Get two, as you cant stop at just one!",Firangi Bake,289.0,34.68,254.32,14.45,veg,American,Dessert
Oreo Brownie (Box Of 2),"(Eggless) Topped with crunchy Oreos, these scrumptious and fudgy eggless brownies are a show stopping dessert, fit for any occasion! 100% pure dessert without any preservatives and artificial additives and colors",Firangi Bake,219.0,26.28,192.72,10.95,veg,American,Dessert
Oreo Brownie,(Eggless) A showstopper dessert for a showstopper personality! Fudgy brownie topped with crunchy oreos.,Firangi Bake,119.0,14.28,104.72,5.95,veg,American,Dessert
Gulab Jamuns (Pack Of 10),Gulab Jamun. Soft. Plump and the way we are used to. There is nothing else in our gulab jamuns than authenticity and love.,Firangi Bake,275.0,33.0,242.0,13.75,veg,Indian,Dessert
Mango Cheesecake (Box Of 2),"(Eggless) Original New York Style Mango Cheesecake but with the hint of delicious notes of mangoes, the perfect balance of sweet and tart! Indulge in not 1 but 2!",Firangi Bake,289.0,34.68,254.32,14.45,veg,American,Dessert
Salted Caramel Pastry (Box Of 2),"(Eggless) This 5 layered pastry with layers of Chocolate sponge, dark ganache and caramel flavored mousse, is a delectable indulgence for 2!",Firangi Bake,289.0,34.68,254.32,14.45,veg,American,Dessert
Banana Lava Cake,(Eggless) A perfect blend of white chocolate & rich banana flavour in unique molten lava form makes this exotic dessert a must try.,Firangi Bake,109.0,13.08,95.92,5.45,veg,American,Dessert
Red Velvet Lava Cake,"(Eggless) Delicious & moist Red Velvet cake filled with a gooey centre. You will not want to share this one, we bet.",Firangi Bake,109.0,13.08,95.92,5.45,veg,American,Dessert
Salted Caramel Chocolate Pastry,"(Eggless) This 5 layered pastry with layers of Chocolate sponge, dark ganache and caramel flavored mousse, is a pure dessert therapy! Sure to uplift your mood and take you on cloud nine.",Firangi Bake,159.0,19.08,139.92000000000002,7.95,veg,American,Dessert
SWIG Jeera Masala,Aerated drink with the added zing of jeera and masala. A perfect accompaniment to your meal.,Firangi Bake,59.0,7.08,51.92,2.95,veg,Indian,Beverage
SWIG Green Apple,Aerated drink flavored with the mouth-puckering green apple. Sure to refresh you completely!,Firangi Bake,59.0,7.08,51.92,2.95,veg,Indian,Beverage
Coca-Cola Bottle (475 ML),Coca-Cola Bottle (475 ML),Firangi Bake,57.0,6.84,50.16,2.85,veg,American,Beverage
Whistle Podu Paneer Tikka Rice Bowl,Whistle your way to victory with the flavours of delicious Paneer Tikka Rice Bowl this Cricket season.,The Good Bowl,279.0,33.48,245.52,13.95,veg,Indian,Main Course
Dilli Waale Rajma Chawal Bowl,Enjoy the wholesomeness of the Dilli waale Rajma Chawal while you watch your favourite team play. Enjoy!,The Good Bowl,209.0,25.08,183.92000000000002,10.45,veg,Indian,Main Course
Dal Makhani Titans Rice Bowl,The bowl of the Titans. This delicious Dal Makhani bowl is sure to win you over and how!,The Good Bowl,209.0,25.08,183.92000000000002,10.45,veg,North Indian,Main Course
Knight Barbeque Chicken Rice Bowl,"You can never go wrong with this one! Succulent Barbeque Chicken Rice Bowl is definitely a Jeetbo re move for all the die hard fans out there
",The Good Bowl,299.0,35.88,263.12,14.95,non-veg,Chinese,Main Course
Lucknowi Falafel Rice Bowl,Cheer away with the Lucknowi Falafel Rice Bowl while you watch the game of the giants this cricket season!,The Good Bowl,269.0,32.28,236.72,13.45,veg,South Indian,Main Course
Paltan Roast Veggies Rice Bowl,"Celebrate every match, paltan style. Roast veggies rice bowl is surely the bowl of the champions.",The Good Bowl,249.0,29.88,219.12,12.45,veg,Chinese,Main Course
Chak-de Phatte Butter Chicken Rice Bowl,Chak-de Phatte every moment of the match with the all time classic Butter Chicken Rice Bowl,The Good Bowl,299.0,35.88,263.12,14.95,non-veg,Indian,Main Course
Chokho Chole Rice Bowl,Khamma Ghani! Indulge in the wholesomeness of the Royal Chole Rice bowl while you keep your fingers crossed for the win.,The Good Bowl,209.0,25.08,183.92000000000002,10.45,veg,Indian,Main Course
Mughlai Challengers Grilled Chicken Rice Bowl,"Macha, this bowl is sure to make your match day flavourful and aromatic while you dig into the Mughlai Grilled Chicken Rice Bowl
",The Good Bowl,299.0,35.88,263.12,14.95,non-veg,North Indian,Main Course
Hyderabadi Dum Chicken Biryani (Boneless) (Serves 1),"(Serves 1)(Served with raita)Just like Charminars secret tunnels, this biryani is made with a secret Hyderabadi spice mix that soaks the succulent chicken that is layered with mint infused basmati rice
",The Good Bowl,319.0,38.28,280.72,15.95,non-veg,Mughlai,Main Course
(Newly Launched) Paneer Tikka Mac & Cheese Pasta Bowl,Delicious Mac and Cheese got a tikka twist and we dont complain. Creamy Mac and Cheese in spicy mughlai gravy topped with soft paneer tikka and garnished with salad,The Good Bowl,259.0,31.08,227.92000000000002,12.95,veg,Italian,Main Course
(Newly Launched) Falafel Mac & Cheese Pasta Bowl,"Who would have ever thought crispy falafel and cheesy mac and cheese will rock a bowl. Well, we thought and created it. Enjoy!",The Good Bowl,229.0,27.48,201.52,11.45,veg,Italian,Main Course
(Newly Launched) Chicken Tikka Mac & Cheese Pasta Bowl,Spicy Chicken Tikka when served with creamy mac and cheese in Mughlai gravy is a twist you willl love to eat.,The Good Bowl,259.0,31.08,227.92000000000002,12.95,non-veg,Italian,Main Course
(Newly Launched) Chicken Kheema Mac & Cheese Pasta Bowl,Delicately spiced chicken kheema layered on a bed of creamy mac and cheese in Mughlai gravy is an experience to remember. Try now!,The Good Bowl,239.0,28.68,210.32,11.95,non-veg,Italian,Main Course
Mughlai Chicken Kofta Rice Bowl,An extraordinary twist youll fall in love with. Soft chicken meatballs dipped in pipping hot gravy served with rice & salad.,The Good Bowl,299.0,35.88,263.12,14.95,non-veg,North Indian,Main Course
Bhuna Chicken Rice Bowl,"Tender chicken cooked in fresh bhuna spices, served with flavoured rice and salad is here to make your day!",The Good Bowl,299.0,35.88,263.12,14.95,non-veg,Chinese,Main Course
Creamy Chicken Tikka Rice Bowl,Your tatsebuds will say gracias with this bowl made of Creamy smoked tandoori chicken in rich gravy. Served with rice and salad.,The Good Bowl,299.0,35.88,263.12,14.95,non-veg,North Indian,Main Course
Mughlai Challengers Grilled Chicken Rice Bowl,"Macha, this bowl is sure to make your match day flavourful and aromatic while you dig into the Mughlai Grilled Chicken Rice Bowl
",The Good Bowl,299.0,35.88,263.12,14.95,non-veg,North Indian,Main Course
Knight Barbeque Chicken Rice Bowl,"You can never go wrong with this one! Succulent Barbeque Chicken Rice Bowl is definitely a Jeetbo re move for all the die hard fans out there
",The Good Bowl,299.0,35.88,263.12,14.95,non-veg,Chinese,Main Course
Chicken Kheema Rice Bowl,Let the good times roll with this all-time favourite bowl. Minced chicken kheema with Hyderabadi rice and a side of salad. Must try!,The Good Bowl,299.0,35.88,263.12,14.95,non-veg,Mughlai,Main Course
Whistle Podu Paneer Tikka Rice Bowl,Whistle your way to victory with the flavours of delicious Paneer Tikka Rice Bowl this Cricket season.,The Good Bowl,279.0,33.48,245.52,13.95,veg,Indian,Main Course
Paltan Roast Veggies Rice Bowl,"Celebrate every match, paltan style. Roast veggies rice bowl is surely the bowl of the champions.",The Good Bowl,249.0,29.88,219.12,12.45,veg,Chinese,Main Course
Chicken Tikki Rice Bowl Served With Omelette,"A flavour-packed surprise only for you! Delicious chicken tikki, dipped in spicy gravy accompanied with rice, salad and omelette. Dig in!",The Good Bowl,299.0,35.88,263.12,14.95,non-veg,North Indian,Main Course
Lucknowi Falafel Rice Bowl,Cheer away with the Lucknowi Falafel Rice Bowl while you watch the game of the giants this cricket season!,The Good Bowl,269.0,32.28,236.72,13.45,veg,South Indian,Main Course
Palak Chicken Rice Bowl With Chicken Kebab,"(Protein : 43 gms) Chicken power like no other. Tender chicken in creamy palak gravy served with rice, salad and melt-in-mouth Chicken Haleem Kebab.",The Good Bowl,359.0,43.08,315.92,17.95,non-veg,North Indian,Main Course
Dal Makhni Rice Bowl With Dahi Kebab,"(Protein : 24 gms)Best of both the worlds in a bowl. Creamy dal makhani served with rice, salad and soft dahi kebabs.",The Good Bowl,309.0,37.08,271.92,15.45,veg,Indian,Main Course
Rajma Rice Bowl With Falafel Fritters,"(Protein : 18 gms)A twist youll fall in love with. Classic rajma served with rice, salad and crispy falafels. Must try!",The Good Bowl,269.0,32.28,236.72,13.45,veg,Indian,Main Course
Butter Chicken Rice Bowl With Seekh Kebab,"(Protein : 52 gms)Butter makes everything better, but chicken makes everything best! Creamy butter chicken served with rice, salad and delicious chicken seekh.",The Good Bowl,369.0,44.28,324.72,18.45,non-veg,North Indian,Main Course
Chokho Chole Rice Bowl,Khamma Ghani! Indulge in the wholesomeness of the Royal Chole Rice bowl while you keep your fingers crossed for the win.,The Good Bowl,209.0,25.08,183.92000000000002,10.45,veg,Indian,Main Course
Dilli Waale Rajma Chawal Bowl,Enjoy the wholesomeness of the Dilli waale Rajma Chawal while you watch your favourite team play. Enjoy!,The Good Bowl,209.0,25.08,183.92000000000002,10.45,veg,Indian,Main Course
Dal Makhani Titans Rice Bowl,The bowl of the Titans. This delicious Dal Makhani bowl is sure to win you over and how!,The Good Bowl,209.0,25.08,183.92000000000002,10.45,veg,North Indian,Main Course
Chak-de Phatte Butter Chicken Rice Bowl,Chak-de Phatte every moment of the match with the all time classic Butter Chicken Rice Bowl,The Good Bowl,299.0,35.88,263.12,14.95,non-veg,Indian,Main Course
Palak Paneer Rice Bowl,Soft paneer cubes cooked in velverty spinach gravy served with basmati rice and salad. This delicious meal rich in iron and protien is a must try!,The Good Bowl,259.0,31.08,227.92000000000002,12.95,veg,North Indian,Main Course
Palak Chicken Rice Bowl,Iron and protien in one bowl - that's what our Palak Chicken bowl is all about. Served with rice and salad.,The Good Bowl,279.0,33.48,245.52,13.95,non-veg,North Indian,Main Course
Corn Masala Rice Bowl,The goodness of Mexican techniques and Indian spices makes our Makai masala bowl a meal to remember. Served with warm rice and salad.,The Good Bowl,219.0,26.28,192.72,10.95,veg,Indian,Main Course
Hyderabadi Dum Veg Biryani (Serves 1),"(Contains Onion and garlic) (Serves 1)(Served with raita)Vegetables in a freshly ground Hyderabadi spice mix that permeates every bite you take is dum pukht with basmati rice and garnished with fresh mint, this one you cannot miss!
",The Good Bowl,259.0,31.08,227.92000000000002,12.95,veg,Mughlai,Main Course
Paneer Biryani (Serves 1),"Layers of soft, fresh paneer and fragrant zafran laden rice! Our zaikedaar paneer biryani is all flavours, no faff.",The Good Bowl,265.0,31.8,233.2,13.25,veg,Mughlai,Main Course
Vegetable Biryani (Serves 1),"You can argue there is no such thing as vegetable biryani but we would have to ask you to give this bowl of biryani made with handpicked fresh vegetables and long-grain basmati rice, a try before you join the bandwagon.",The Good Bowl,235.0,28.2,206.8,11.75,veg,Mughlai,Main Course
Chicken Biryani (Serves 1),"(100% Safely Cooked Chicken) Lazeez describes our chicken biryani quite right, and its delicious in its own right too.",The Good Bowl,285.0,34.2,250.8,14.25,non-veg,Mughlai,Main Course
Hyderabadi Dum Chicken Biryani (Boneless) (Serves 1),"(Serves 1)(Served with raita)Just like Charminars secret tunnels, this biryani is made with a secret Hyderabadi spice mix that soaks the succulent chicken that is layered with mint infused basmati rice
",The Good Bowl,319.0,38.28,280.72,15.95,non-veg,Mughlai,Main Course
Hyderabadi Dum Paneer Biryani (Serves 1),"(Contains Onion and garlic) (Serves 1)(Served with raita)Just the way you like it, long grain basmati rice is cooked with paneer that is marinated with a spice mix straight from the Bazaars of Hyderabad. Every bite leaves you wanting more",The Good Bowl,309.0,37.08,271.92,15.45,veg,Mughlai,Main Course
Lucknowi Mutton Dum Biryani (Boneless) (Serves 1),"(Served with Raita) If biryanis had a king, Mutton Biryani would always rule! spiced boneless mutton married with fragrant basmati , slow cooked to create what biryani dreams are made of.",The Good Bowl,375.0,45.0,330.0,18.75,non-veg,Lucknowi,Main Course
Lucknowi Chicken Bone Dum Biryani,"(Serves 1)(Served with raita)Why pick a bone with people when you can pick this delicious bone biryani. Try this delightful amalgamation of spices, tender chicken and long basmati rice which will leave your taste buds longing for more.
",The Good Bowl,309.0,37.08,271.92,15.45,non-veg,Mughlai,Main Course
Protein Power Paneer Tikka With Rice Bowl,"Paneer is a great source of minerals like calcium & zinc that are necessary for building a good immune system. This meal comprises protein-packed paneer which is marinated in zesty Indian spices, grilled over charcoal and served with flavorful rice.",The Good Bowl,279.0,33.48,245.52,13.95,veg,Chinese,Main Course
Protein Power Chicken Tikka With Rice Bowl,"(100% Safely Cooked Chicken) Succulent charcoal grilled chicken - a powerhouse of protein & also high on vitamin B6, an essential for immunity building is supplemented with flavourful rice in Indian zesty spices to give you a meal packed with energy.",The Good Bowl,299.0,35.88,263.12,14.95,non-veg,North Indian,Main Course
Immunity-Builder Mughlai Falafel With Rice Bowl,"Adding protein and deliciousness to every meal, chickpeas are also high in zinc. Signature Mediterranean chickpea falafels in a bubbling Mughlai gravy mimics the taste of kofta over a bed of fragrant rice and salad.",The Good Bowl,269.0,32.28,236.72,13.45,veg,Indian,Main Course
Protein-Packed Chicken Kheema With Rice Bowl,"(100% Safely Cooked Chicken) Easy to digest, chicken is full of protein and keeps you on your toes! Farm-bred minced chicken is delicately spiced and slow-cooked to perfection. Served with a side of rice and salad, this meal is wholesome and indulgent.",The Good Bowl,299.0,35.88,263.12,14.95,non-veg,Chinese,Main Course
Power Packed Black Dal With Rice Bowl,Creamy black dal - a robust lentil preparation has the goodness of Rajma & whole urad that provide protein and calcium which are important for building your immune system. Coupled with rice.,The Good Bowl,199.0,23.88,175.12,9.95,veg,Indian,Main Course
Immunity Booster Chole With Rice Bowl,"Zinc, that is abundantly found in chickpeas, is an immunity-boosting mineral. This meal of zesty chole along with rice is great for increased metabolism.",The Good Bowl,199.0,23.88,175.12,9.95,veg,Indian,Beverage
Immunity Booster Corn Salsa With Rice Bowl,"A rich source of vitamins, minerals and antioxidants, corn is a great for immunity building. A tangy corn salsa over a bed of flavourful basmati rice is a meal packed with all the energy you need!",The Good Bowl,209.0,25.08,183.92000000000002,10.45,veg,Indian,Beverage
Energy Pro Rajma With Rice Bowl,"Kidney beans are a great vegetarian source of protein. Kidney beans, slowly cooked in a thick and spicy onion tomato masala gravy served over flavourful rice and salad. Who can say no to this bowl full of goodness, fibre and protein",The Good Bowl,199.0,23.88,175.12,9.95,veg,North Indian,Main Course
Protein-Dense Mughlai Reshmi Chicken Rice Bowl,"(100% Safely Cooked Chicken) Low-fat and protein-rich! The two things everyone wants to hear. Farm-bred boneless reshmi chicken served with fragrant rice, Mughlai gravy and an omelette. Double the protein, double the good health.",The Good Bowl,299.0,35.88,263.12,14.95,non-veg,North Indian,Main Course
Sabudana Khichdi & Paneer Makhmali Bowl,"Classic sabudana khichdi tempered with crushed peanuts, green chillies and coconut. Served with Paneer gravy. (no onion, no garlic, made with sendha namak).",The Good Bowl,269.0,32.28,236.72,13.45,veg,Indian,Main Course
Sabudana Khichdi & Kofta Curry Bowl,"Classic sabudana khichdi tempered with crushed peanuts, green chillies and coconut. Served with Kofta Curry (no onion, no garlic, made with sendha namak).",The Good Bowl,259.0,31.08,227.92000000000002,12.95,veg,Indian,Main Course
Sabudana Khichdi (500 Gm) And Curd Combo,"Classic sabudana khichdi tempered with crushed peanuts, green chillies and coconut. Served with a side of creamy curd. (no onion, no garlic, made with sendha namak).",The Good Bowl,349.0,41.88,307.12,17.45,veg,Indian,Main Course
Sabudana Khichdi & Paneer Makhmali Bowl With Badaam Kesar Thandai,"""1 Sabudana Khichdi and Paneer Makhmali bowl + 1 Badam Kesar Thandai
Your all time favourite Sabudana Khichdi with Creamy Paneer Makhmali and Badam Kesar Thandai, your traditional Mahashivratri Dishes to make this upvas extra special""",The Good Bowl,369.0,44.28,324.72,18.45,veg,Indian,Main Course
Sabudana Khichdi & Paneer Makhmali Bowl With Papaya Pineapple Halwa,"""1 Sabudana Khichdi and Paneer Makhmali Bowl + 1 Papaya Pineapple Halwa 
(NO ONION, NO GARLIC)
The perfect meal for your Mahashivratri Upvas is here! Delicious Sabudana Khichdi with paneer makhmali and the Papaya Pineapple Halwa to end your meal on a sweeter note.""",The Good Bowl,369.0,44.28,324.72,18.45,veg,Indian,Main Course
Dal Makhani Rice Bowl Super Saver Combo (Serves 1),Veg Desi Bowl + Potato Shots + Beverage of Your Choice & 25% OFF. A perfect meal at a striking deal.,The Good Bowl,259.0,31.08,270.16,12.95,veg,North Indian,Main Course
Butter Chicken Rice Bowl Super Saver Combo (Serves 1),Butter Chicken Bowl + Falafel Shots + Beverage of Your Choice & 25% OFF. This combination couldnt get any better.,The Good Bowl,349.0,41.88,349.36,17.45,non-veg,North Indian,Main Course
Mughlai Grilled Chicken Rice Bowl Saver Combo (Serves 1),Enjoy a delicious combo of your favourite Non Veg Fusion Bowl + Falafel Shots + Beverage of Your Choice,The Good Bowl,339.0,40.68,340.56,16.95,non-veg,North Indian,Main Course
Paneer Tikka Rice Bowl Super Saver Combo (Serves 1),Veg Fusion Bowl + Falafel Shots + Beverage of Your Choice & 25% OFF. Amazings savings and delicious delights all in one,The Good Bowl,329.0,39.48,331.76,16.45,veg,Indian,Main Course
Masala Paneer Tikka Wrap,"We dont have any pun for paneer, but we do have a lot of surprises in this exciting snack that we roll into this wrap. Fresh paneer is smoked to perfection & drizzled with minty, spicy mayonnaise & wrapped in soft roti.",The Good Bowl,175.0,21.0,154.0,8.75,veg,East Indian,Main Course
Double Egg Chatpata Wrap,"Why settle for something ordinary when you can get a snack that is eggstra ordinary! Like this yum wrap made with golden-fried eggs, drizzled with tangy, cheesy mayo and wrapped in a soft roti.",The Good Bowl,99.0,11.88,87.12,4.95,non-veg,Indian,Main Course
Chicken Bhuna Wrap,"The bestseller, rock n roll award goes to: Roasted and flavorful chicken pieces slow-cooked in spicy bhuna masala and wrapped with crisp onions in a freshly made roti. Is it snack time yet",The Good Bowl,185.0,22.2,162.8,9.25,non-veg,East Indian,Main Course
Reshmi Chicken Kebab Wrap,"Fix your mundane days & let the good times roll! Oh so creamy & exotic, this Reshmi Chicken Wrap is made with soft chicken pieces cooked in creamy, rich & decadent masala. Remember, this is not made for sharing!",The Good Bowl,189.0,22.68,166.32,9.45,non-veg,East Indian,Main Course
Masala Chicken Tikka Wrap,"Bored of the same old flavours Excite your tastebuds with surprises that we roll into this wrap. Smokey chicken tikka taken a notch above with a generous drizzle of minty, tangy mayonnaise clubbed with crunchy onions in a soft roti.",The Good Bowl,185.0,22.2,162.8,9.25,non-veg,East Indian,Main Course
Potato Wedges And Thums Up,Potato Wedges (Medium) and Thums up (250ml),The Good Bowl,119.0,14.28,104.72,5.95,veg,Indian,Beverage
Falafel Nuggets With Mayo Dip,"Mediterranean inspired crispy falafel made from the finest soaked chickpeas and spices, served with a cheesy mayonnaise dip.",The Good Bowl,99.0,11.88,87.12,4.95,veg,North Indian,Starter
Potato Wedges (Medium),When you dont know what to eat next we suggest keep it simple and call for the wedges.,The Good Bowl,99.0,11.88,87.12,4.95,veg,North Indian,Starter
Potato Chilli Shots With Mayo Dip,Crispy and spiced potato shots served with a cheesy mayonnaise dip to tantalize your tastebuds.,The Good Bowl,99.0,11.88,87.12,4.95,veg,North Indian,Starter
Beetroot Peanut Tikki (4 Pcs),"Fresh beetroots and roasted peanuts minced, seasoned with delicate spices and grilled to give you a melt-in-mouth experience. Served with a mint dip.",The Good Bowl,99.0,11.88,87.12,4.95,veg,Indian,Starter
Chicken Tikki (5 Pcs),"(100% Safely Cooked Chicken) Chicken grounded and flavored with cardamom and green chilli and grilled to perfection, served with a mint dip.",The Good Bowl,119.0,14.28,104.72,5.95,non-veg,Indian,Starter
Gulab Jamun - Pack Of 1,These melt in mouth sweet dumplings are the one dessert which can make your knees go weak in anticipation. Now served in a piece.,The Good Bowl,29.0,3.48,25.52,1.45,veg,Indian,Dessert
Gulab Jamun (Pack Of 2),Gulab Jamun. Soft. Plump and the way we are used to. There is nothing else in our gulab jamuns than authenticity and love.,The Good Bowl,59.0,7.08,51.92,2.95,veg,Indian,Dessert
Gulab Jamuns (Pack Of 10),Gulab Jamun. Soft. Plump and the way we are used to. There is nothing else in our gulab jamuns than authenticity and love.,The Good Bowl,275.0,33.0,242.0,13.75,veg,Indian,Dessert
Choco Lava Cake,"(Eggless) A perfect match of Chocolate Cake on the outside and molten Chocolate on the inside, our Choco Lava cake is every dessert lovers dream come true.",The Good Bowl,99.0,11.88,87.12,4.95,veg,American,Dessert
Red Velvet Lava Cake,"(Eggless) Delicious & moist Red Velvet cake filled with a gooey centre. You will not want to share this one, we bet.",The Good Bowl,109.0,13.08,95.92,5.45,veg,American,Dessert
Hazelnut Brownie,(Eggless) Gooey & fudgy on the inside and nutty on the outside. Our melt-in-the-mouth Single Nutty Hazelnut Brownie will give you serious dessert goals.,The Good Bowl,119.0,14.28,104.72,5.95,veg,American,Dessert
Moong Dal Halwa 250gm,"An irresistible sweet dish made from moong lentils that is sure to entice you with its melt-in-the-mouth texture, unique aroma and taste.",The Good Bowl,279.0,33.48,245.52,13.95,veg,Indian,Dessert
Chocolate Indulgence Brownie,(Eggless) Indulge in richly decadent Indulgence brownie crafted with love & topped with bittersweet chocolate that provides ultra-rich chocolate experience.,The Good Bowl,119.0,14.28,104.72,5.95,veg,American,Dessert
Mango Cheesecake,"(Eggless) This New York Style Mango Cheesecake, made with premium quality cream cheese and a crust infused with delicious mango flavor, is every dessert lovers delight!",The Good Bowl,179.0,21.48,157.52,8.95,veg,American,Dessert
Chocolate Truffle Pastry,(Eggless) Layers of soft chocolate sponge and dense but silky-smooth chocolate ganache make this cake a decadent celebration.,The Good Bowl,159.0,19.08,139.92000000000002,7.95,veg,American,Dessert
Triple Chocolate Mousse Pastry,"(Eggless) Three layers of different Mousse (Dark, White & Milk) sandwiched between layers of Dark Chocolate Sponge, topped with dark ganache and swirled with white glaze topping.",The Good Bowl,159.0,19.08,139.92000000000002,7.95,veg,American,Dessert
New York Cheesecake,"Dense, creamy & smooth Philadelphia cream cheese paired with a crust made with crackers & butter with a hint of ginger ,this nifty New York Cheesecake is indulgence redefined (With egg).",The Good Bowl,189.0,22.68,166.32,9.45,non-veg,American,Dessert
Mixed Fruit Halwa (200 Gm),"Make your fast special with the seasonal Papaya Pineapple Halwa, the most delicious upvaas dessert",The Good Bowl,179.0,21.48,157.52,8.95,veg,Indian,Dessert
Skimmed Mint Buttermilk,Mildly spiced Indian buttermilk with the freshness of mint.,The Good Bowl,48.0,5.76,42.24,2.4,veg,North Indian,Beverage
Coca-Cola Bottle (475 ML),Coca-Cola Bottle (475 ML),The Good Bowl,57.0,6.84,50.16,2.85,veg,American,Beverage
SWIG Green Apple,Aerated drink flavored with the mouth-puckering green apple. Sure to refresh you completely!,The Good Bowl,59.0,7.08,51.92,2.95,veg,Indian,Beverage
SWIG Jeera Masala,Aerated drink with the added zing of jeera and masala. A perfect accompaniment to your meal.,The Good Bowl,59.0,7.08,51.92,2.95,veg,Indian,Beverage
Thandai (Pack Of 4),For you and your gang! Uplift your celebration with Holi Special Badam Kesar Thandi this Holi.,The Good Bowl,349.0,41.88,307.12,17.45,veg,American,Dessert
Thandai,"Refresh yourself with a delicious and tasty Badam Kesar Thandai, a perfect festive delicacy",The Good Bowl,109.0,13.08,95.92,5.45,veg,Indian,Beverage
Tandoori Chicken,,Sanmaan family restaurant and bar,0.0,0.0,250.0,0.0,non-veg,North Indian,Starter
Non Veg Sanman Special Soup,,Sanmaan family restaurant and bar,150.0,0.0,150.0,7.5,non-veg,Chinese,Starter
Chicken Clear Soup,,Sanmaan family restaurant and bar,125.0,0.0,125.0,6.25,non-veg,Chinese,Starter
Chicken Lollipop,,Sanmaan family restaurant and bar,225.0,0.0,225.0,11.25,non-veg,Chinese,Starter
Chicken Baghdadi Legs,,Sanmaan family restaurant and bar,290.0,0.0,290.0,14.5,non-veg,Chinese,Main Course
Chilli Chicken Dry,,Sanmaan family restaurant and bar,240.0,0.0,240.0,12.0,non-veg,Chinese,Starter
Paneer Banjara,,Sanmaan family restaurant and bar,250.0,0.0,250.0,12.5,veg,North Indian,Main Course
Wheat Roti,,Sanmaan family restaurant and bar,30.0,0.0,30.0,1.5,veg,Indian,Main Course
Chicken Manchow Soup,,Sanmaan family restaurant and bar,140.0,0.0,140.0,7.0,non-veg,Chinese,Starter
Chicken Fried Rice,,Sanmaan family restaurant and bar,225.0,0.0,225.0,11.25,non-veg,Chinese,Main Course
Veg Pulao,,Sanmaan family restaurant and bar,190.0,0.0,190.0,9.5,veg,Indian,Main Course
Mutton Special Biryani,,Sanmaan family restaurant and bar,375.0,0.0,375.0,18.75,non-veg,Mughlai,Main Course
Butter Chicken,,Sanmaan family restaurant and bar,0.0,0.0,290.0,0.0,non-veg,North Indian,Main Course
Butter Kulcha,,Sanmaan family restaurant and bar,55.0,0.0,55.0,2.75,veg,Indian,Main Course
Chicken Lasooni Kebab,,Sanmaan family restaurant and bar,275.0,0.0,275.0,13.75,non-veg,North Indian,Starter
Finger Chips,,Sanmaan family restaurant and bar,115.0,0.0,115.0,5.75,veg,Indian,Snacks
Chicken Malwani,,Sanmaan family restaurant and bar,275.0,0.0,275.0,13.75,non-veg,Chinese,Main Course
Jeera Rice,,Sanmaan family restaurant and bar,125.0,0.0,125.0,6.25,veg,North Indian,Main Course
Chicken Reshmi Kebab,,Sanmaan family restaurant and bar,275.0,0.0,275.0,13.75,non-veg,East Indian,Main Course
Chicken Tikka,,Sanmaan family restaurant and bar,275.0,0.0,275.0,13.75,non-veg,North Indian,Starter
Veg Hakka Noodles,,Sanmaan family restaurant and bar,200.0,0.0,200.0,10.0,veg,Chinese,Main Course
Butter Naan,,Sanmaan family restaurant and bar,60.0,0.0,60.0,3.0,veg,Indian,Main Course
